Player Name,Club,Nationality,Position,Appearances,Minutes,Goals,Assists,Shots,Shots On Target,Conversion %,Big Chances Missed,Hit Woodwork,Offsides,Touches,Passes,Successful Passes,Passes%,Crosses,Successful Crosses,Crosses %,fThird Passes,Successful fThird Passes,fThird Passes %,Through Balls,Carries,Progressive Carries,Carries Ended with Goal,Carries Ended with Assist,Carries Ended with Shot,Carries Ended with Chance,Possession Won,Dispossessed,Clean Sheets,Clearances,Interceptions,Blocks,Tackles,Ground Duels,gDuels Won,gDuels %,Aerial Duels,aDuels Won,aDuels %,Goals Conceded,xGoT Conceded,Own Goals,Fouls,Yellow Cards,Red Cards,Saves,Saves %,Penalties Saved,Clearances Off Line,Punches,High Claims,Goals Prevented,Age,Starts,xG,xAG,Penalty Goals
Rayan Cherki,Manchester City,,MID,2,173,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,1,,0,,1,0,0,,0,,,,,23,2,0.56,1.35,
Mateo Kovačić,Manchester City,,MID,0,42,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,32,0,0.00,0.02,
Erling Haaland,Manchester City,,FWD,3,267,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,2,,0,,0,0,0,,0,,,,,26,3,2.30,0.34,
Elliot Anderson,Manchester City,,MID,3,230,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,9,,,,,,,2,,0,,1,0,0,,0,,,,,23,3,0.09,0.64,
Ayyoub Bouaddi,Manchester City,,MID,0,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,18,0,0.00,0.12,
Ryan McAidoo,Manchester City,,MID,0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,18,0,0.10,0.00,
Kaden Braithwaite,Manchester City,,DEF,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,18,0,0.00,0.00,
Youri Tielemans,Manchester United,,MID,2,156,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,4,,0,,0,0,0,,0,,,,,29,2,0.51,0.22,
Andrey Nascimento dos Santos,Manchester United,,MID,1,76,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,4,,,,,,,3,,0,,0,0,0,,0,,,,,22,1,0.00,0.23,
Senne Lammens,Manchester United,,GKP,2,180,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,4,,0,,0,0,5,,0,,,,,24,2,0.00,0.00,
Patrick Dorgu,Manchester United,,MID,1,55,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,3,,0,,1,0,0,,0,,,,,21,1,0.65,0.04,
Diogo Dalot Teixeira,Manchester United,,DEF,1,83,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,1,,0,,0,0,0,,0,,,,,27,1,0.15,0.12,
Harry Maguire,Manchester United,,DEF,2,180,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,4,,0,,0,0,0,,0,,,,,33,2,0.07,0.41,
Lisandro Martínez,Manchester United,,DEF,1,90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,2,,0,,0,0,0,,0,,,,,28,1,0.03,0.06,
Leny Yoro,Manchester United,,DEF,0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,0,,0,0,0,,0,,,,,20,0,0.00,0.01,
Ayden Heaven,Manchester United,,DEF,1,90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,2,,0,,0,0,0,,0,,,,,19,1,0.12,0.04,
Noussair Mazraoui,Manchester United,,DEF,1,96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,3,,0,,0,0,0,,0,,,,,28,1,0.22,0.05,
Luke Shaw,Manchester United,,DEF,2,162,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,3,,0,,0,0,0,,0,,,,,31,2,0.00,0.28,
Bruno Borges Fernandes,Manchester United,,MID,2,180,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,4,,0,,0,0,0,,0,,,,,31,2,2.10,0.74,
Bryan Mbeumo,Manchester United,,MID,2,180,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3,,,,,,,4,,0,,1,0,0,,0,,,,,27,2,2.26,0.44,
Matheus Santos Carneiro da Cunha,Manchester United,,MID,2,158,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,3,,0,,0,0,0,,0,,,,,27,2,0.35,0.36,
Marcus Rashford,Manchester United,,MID,1,124,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3,,,,,,,1,,0,,0,0,0,,0,,,,,28,1,0.26,0.15,
Kobbie Mainoo,Manchester United,,MID,1,102,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3,,,,,,,1,,0,,0,0,0,,0,,,,,21,1,0.21,0.28,
Shea Lacey,Manchester United,,MID,0,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,19,0,0.00,0.00,
Benjamin Sesko,Manchester United,,FWD,0,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,0,,0,0,0,,0,,,,,23,0,0.04,0.01,
Nico González Iglesias,Newcastle,,MID,2,146,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,2,,0,,1,0,0,,0,,,,,24,2,0.00,0.21,
Malick Thiaw,Newcastle,,DEF,3,270,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,4,,1,,0,0,0,,0,,,,,25,3,0.00,0.10,
Fabian Schär,Newcastle,,DEF,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,0,,0,0,0,,0,,,,,34,0,0.00,0.00,
Sven Botman,Newcastle,,DEF,3,270,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,4,,0,,1,0,0,,0,,,,,26,3,0.01,0.17,
Lewis Hall,Newcastle,,DEF,3,269,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,8,,,,,,,4,,0,,0,0,0,,0,,,,,21,3,0.04,0.67,
Tino Livramento,Newcastle,,DEF,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,23,0,0.00,0.00,
Harvey Barnes,Newcastle,,MID,3,270,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,4,,0,,0,0,0,,0,,,,,28,3,0.23,0.06,
Anthony Elanga,Newcastle,,MID,3,233,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,3,,0,,1,0,0,,0,,,,,24,3,0.42,0.34,
Jacob Ramsey,Newcastle,,MID,0,69,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,1,,0,,1,0,0,,0,,,,,25,0,0.14,0.16,
Jacob Murphy,Newcastle,,MID,0,34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,1,,0,,1,0,0,,0,,,,,31,0,0.00,0.20,
Lewis Miley,Newcastle,,MID,3,227,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,3,,0,,1,0,0,,0,,,,,20,3,0.05,0.07,
Joe Willock,Newcastle,,MID,2,166,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,3,,0,,0,0,0,,0,,,,,27,2,0.51,0.20,
Bazoumana Touré,Newcastle,,MID,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,20,0,0.00,0.00,
Sean Steur,Newcastle,,MID,1,87,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,0,,0,0,0,,0,,,,,18,1,0.00,0.00,
Nick Woltemade,Newcastle,,FWD,0,19,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,24,0,0.02,0.01,
Yoane Wissa,Newcastle,,FWD,3,261,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,3,,0,,2,0,0,,0,,,,,30,3,1.35,0.05,
William Osula,Newcastle,,FWD,1,55,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,1,,0,,0,0,0,,0,,,,,23,1,0.06,0.14,
Aladji Bamba,Newcastle,,MID,0,14,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,1,,0,,0,0,0,,0,,,,,20,0,0.00,0.00,
Lukás Hornícek,Newcastle,,GKP,3,270,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,4,,0,,1,0,13,,0,,,,,24,3,0.00,0.00,
Amar Dedic,Newcastle,,DEF,3,270,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,4,,0,,0,0,0,,0,,,,,24,3,0.13,0.08,
Matias Fernandez-Pardo,Newcastle,,FWD,0,27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,21,0,0.00,0.00,
Liam Delap,Nottingham Forest,,FWD,1,97,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,1,,0,,0,0,0,,0,,,,,23,1,0.11,0.06,
Daniel Muñoz Mejía,Nottingham Forest,,DEF,1,81,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,2,,0,,0,0,0,,0,,,,,30,1,0.26,0.01,
Matz Sels,Nottingham Forest,,GKP,3,266,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,3,,0,,0,0,4,,0,,,,,34,3,0.00,0.01,
Neco Williams,Nottingham Forest,,DEF,3,266,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,12,,,,,,,3,,0,,0,0,0,,0,,,,,25,3,0.12,0.21,
Nikola Milenković,Nottingham Forest,,DEF,3,266,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,3,,0,,1,0,0,,0,,,,,28,3,0.11,0.03,
Murillo Costa dos Santos,Nottingham Forest,,DEF,3,266,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,,,,,,,3,,0,,0,0,0,,0,,,,,24,3,0.30,0.28,
Ola Aina,Nottingham Forest,,DEF,3,216,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,7,,,,,,,2,,0,,2,0,0,,0,,,,,29,3,0.04,0.52,
Jair Paula da Cunha Filho,Nottingham Forest,,DEF,3,266,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,3,,0,,1,0,0,,0,,,,,21,3,0.03,0.01,
Luca Netz,Nottingham Forest,,DEF,0,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,1,,0,,0,0,0,,0,,,,,23,0,0.00,0.00,
Morgan Gibbs-White,Nottingham Forest,,MID,3,266,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,3,,0,,0,0,0,,0,,,,,26,3,1.18,0.11,
Callum Hudson-Odoi,Nottingham Forest,,MID,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,25,0,0.00,0.00,
Dan Ndoye,Nottingham Forest,,MID,3,184,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,1,,0,,0,0,0,,0,,,,,25,3,0.35,0.63,
James McAtee,Nottingham Forest,,MID,3,249,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,,,,,,,2,,0,,1,0,0,,0,,,,,23,3,0.12,0.40,
Nicolás Domínguez,Nottingham Forest,,MID,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,28,0,0.00,0.00,
Ibrahim Sangaré,Nottingham Forest,,MID,1,90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,0,,0,0,0,,0,,,,,28,1,0.03,0.01,
Chris Wood,Nottingham Forest,,FWD,0,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,0,,0,0,0,,0,,,,,34,0,0.12,0.01,
Igor Jesus Maciel da Cruz,Nottingham Forest,,FWD,2,207,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,,,,,,,3,,0,,1,0,0,,0,,,,,25,2,0.96,0.06,
Arnaud Kalimuendo,Nottingham Forest,,FWD,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,24,0,0.00,0.00,
Xaver Schlager,Nottingham Forest,,MID,2,192,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,9,,,,,,,3,,0,,0,0,0,,0,,,,,28,2,0.08,0.06,
Jan Paul van Hecke,Tottenham,,DEF,3,266,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,5,,0,,0,0,0,,0,,,,,26,3,0.22,0.07,
Omar Marmoush,Tottenham,,FWD,2,173,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,2,,0,,0,0,0,,0,,,,,27,2,0.52,0.08,
Sávio Moreira de Oliveira,Tottenham,,MID,1,60,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,22,1,0.02,0.27,
Sandro Tonali,Tottenham,,MID,3,250,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,,,,,,,5,,0,,0,0,0,,0,,,,,26,3,0.09,0.09,
Antonín Kinský,Tottenham,,GKP,3,266,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,5,,0,,0,0,6,,0,,,,,23,3,0.00,0.00,
Marcos Senesi Barón,Tottenham,,DEF,1,90,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,5,,,,,,,3,,0,,0,0,0,,0,,,,,29,1,0.00,0.02,
Pedro Porro Sauceda,Tottenham,,DEF,2,176,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,2,,0,,0,0,0,,0,,,,,26,2,0.35,0.20,
Andrew Robertson,Tottenham,,DEF,2,182,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,3,,,,,,,4,,0,,0,0,0,,0,,,,,32,2,0.06,0.08,
Micky van de Ven,Tottenham,,DEF,2,176,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,2,,0,,1,0,0,,0,,,,,25,2,0.87,0.02,
Destiny Udogie,Tottenham,,DEF,1,86,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,1,,0,,1,0,0,,0,,,,,23,1,0.00,0.23,
Mohammed Kudus,Tottenham,,MID,0,47,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,0,,0,0,0,,0,,,,,26,0,0.04,0.01,
Mathys Tel,Tottenham,,MID,3,230,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,4,,0,,0,0,0,,0,,,,,21,3,0.20,0.14,
James Maddison,Tottenham,,MID,0,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,29,0,0.00,0.01,
Rodrigo Bentancur,Tottenham,,MID,2,221,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,,,,,,,3,,0,,0,0,0,,0,,,,,29,2,0.05,0.04,
Conor Gallagher,Tottenham,,MID,2,128,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,2,,0,,1,0,0,,0,,,,,26,2,0.02,0.12,
Lucas Bergvall,Tottenham,,MID,1,45,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,2,,0,,0,0,0,,0,,,,,20,1,0.00,0.01,
Archie Gray,Tottenham,,MID,2,152,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,4,,0,,0,0,0,,0,,,,,20,2,0.00,0.01,
Mikey Moore,Tottenham,,MID,1,89,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,4,,0,,0,0,0,,0,,,,,19,1,0.40,0.02,
Mateus Fernandes,Tottenham,,MID,1,138,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,4,,,,,,,3,,0,,1,0,0,,0,,,,,22,1,0.01,0.23,
Dominic Solanke-Mitchell,Tottenham,,FWD,0,39,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,28,0,0.27,0.00,
Richarlison de Andrade,Tottenham,,FWD,1,67,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,3,,0,,0,0,0,,0,,,,,29,1,0.00,0.00,
Mykhailo Mudryk,Tottenham,,MID,0,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,25,0,0.00,0.00,
Kevin Danso,Sunderland,,DEF,1,78,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,1,,0,,0,0,0,,0,,,,,27,1,0.00,0.04,
Robin Roefs,Sunderland,,GKP,3,258,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,3,,0,,0,0,2,,0,,,,,23,3,0.00,0.00,
Daniel Ballard,Sunderland,,DEF,3,258,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,5,,,,,,,3,,0,,1,0,0,,0,,,,,26,3,0.03,0.16,
Nordi Mukiele,Sunderland,,DEF,2,168,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,,,,,,,1,,0,,0,0,0,,0,,,,,28,2,0.00,0.03,
Trai Hume,Sunderland,,DEF,2,183,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,8,,,,,,,1,,0,,0,0,0,,0,,,,,24,2,0.04,0.28,
Omar Alderete,Sunderland,,DEF,0,23,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,0,,0,0,0,,0,,,,,29,0,0.00,0.01,
Reinildo Mandava,Sunderland,,DEF,3,258,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,7,,,,,,,3,,0,,0,0,0,,0,,,,,32,3,0.00,0.31,
Luke O'Nien,Sunderland,,DEF,1,66,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,,,,,,,1,,0,,1,0,0,,0,,,,,31,1,0.01,0.01,
Thomas Meunier,Sunderland,,DEF,3,243,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,3,,0,,0,0,0,,0,,,,,34,3,0.24,0.13,
Enzo Le Fée,Sunderland,,MID,3,246,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,6,,,,,,,2,,0,,0,0,0,,0,,,,,26,3,0.43,0.25,
Habib Diarra,Sunderland,,MID,0,28,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,0,,0,0,0,,0,,,,,22,0,0.03,0.16,
Granit Xhaka,Sunderland,,MID,3,258,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,3,,0,,0,0,0,,0,,,,,33,3,0.05,0.57,
Noah Sadiki,Sunderland,,MID,3,253,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,3,,0,,1,0,0,,0,,,,,21,3,0.47,0.22,
Romaine Mundle,Sunderland,,MID,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,23,0,0.17,0.00,
Chris Rigg,Sunderland,,MID,0,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,0,,0,0,0,,0,,,,,19,0,0.00,0.00,
Chemsdine Talbi,Sunderland,,MID,0,31,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,0,,0,0,0,,0,,,,,21,0,0.00,0.00,
Nilson Angulo,Sunderland,,MID,3,185,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,4,,,,,,,2,,0,,1,0,0,,0,,,,,23,3,0.15,0.12,
Brian Brobbey,Sunderland,,FWD,3,207,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,2,,0,,0,0,0,,0,,,,,24,3,0.56,0.06,
Wilson Isidor,Sunderland,,FWD,0,63,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,1,,0,,0,0,0,,0,,,,,26,0,1.41,0.01,
Malick Fofana,Sunderland,,MID,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,0,,0,,0,0,0,,0,,,,,21,0,0.00,0.00,
